host,user,uid,groups,is_sudoer
epfpwe-opa01,axi.a_kwlm,2002,admin,True
epfpwe-opa01,axi.a_mley,2001,admin,True
epfpwe-opa01,azureadmin,1000,,False
epfpwe-opa01,bin,1,,False
epfpwe-opa01,bryxx,1001,wheel,True
epfpwe-opa01,chrony,997,,False
epfpwe-opa01,daemon,2,,False
epfpwe-opa01,dbus,81,,False
epfpwe-opa01,ftp,14,,False
epfpwe-opa01,games,12,,False
epfpwe-opa01,halt,7,,False
epfpwe-opa01,lansweeper,1004,wheel,True
epfpwe-opa01,libstoragemgmt,998,,False
epfpwe-opa01,lp,4,,False
epfpwe-opa01,mail,8,,False
epfpwe-opa01,nfsnobody,65534,,False
epfpwe-opa01,nobody,99,,False
epfpwe-opa01,ntp,38,,False
epfpwe-opa01,nxautomation,989,omiusers;omsagent,False
epfpwe-opa01,omi,990,,False
epfpwe-opa01,omsagent,991,,False
epfpwe-opa01,operator,11,,False
epfpwe-opa01,oracle,1002,,False
epfpwe-opa01,polkitd,999,,False
epfpwe-opa01,postfix,89,mail,False
epfpwe-opa01,root,0,,False
epfpwe-opa01,rpc,32,,False
epfpwe-opa01,rpcuser,29,,False
epfpwe-opa01,sentinelone,988,,False
epfpwe-opa01,shutdown,6,,False
epfpwe-opa01,sshd,74,,False
epfpwe-opa01,svc_rapid7,1003,,False
epfpwe-opa01,swiagent,993,,False
epfpwe-opa01,sync,5,,False
epfpwe-opa01,systemd-network,192,,False
epfpwe-opa01,tcpdump,72,,False
epfpwe-opa01,tss,59,,False
epfpwe-opa02,abrt,173,,False
epfpwe-opa02,adm,3,admin,True
epfpwe-opa02,adm_andy,7001,admin,True
epfpwe-opa02,ansible,1005,wheel,True
epfpwe-opa02,axi.a_kwlm,2002,admin,True
epfpwe-opa02,axi.a_mley,2001,admin,True
epfpwe-opa02,azureadmin,1000,,False
epfpwe-opa02,bin,1,,False
epfpwe-opa02,bryxx,1001,wheel,True
epfpwe-opa02,chrony,997,,False
epfpwe-opa02,daemon,2,,False
epfpwe-opa02,dbus,81,,False
epfpwe-opa02,ftp,14,,False
epfpwe-opa02,games,12,,False
epfpwe-opa02,halt,7,,False
epfpwe-opa02,lansweeper,1004,wheel,True
epfpwe-opa02,libstoragemgmt,998,,False
epfpwe-opa02,lp,4,,False
epfpwe-opa02,mail,8,,False
epfpwe-opa02,nfsnobody,65534,,False
epfpwe-opa02,nobody,99,,False
epfpwe-opa02,ntp,38,,False
epfpwe-opa02,nxautomation,991,omiusers;omsagent,False
epfpwe-opa02,omi,992,,False
epfpwe-opa02,omsagent,995,,False
epfpwe-opa02,operator,11,,False
epfpwe-opa02,oracle,1002,,False
epfpwe-opa02,polkitd,999,,False
epfpwe-opa02,postfix,89,mail,False
epfpwe-opa02,root,0,,False
epfpwe-opa02,rpc,32,,False
epfpwe-opa02,rpcuser,29,,False
epfpwe-opa02,sentinelone,990,,False
epfpwe-opa02,shutdown,6,,False
epfpwe-opa02,sshd,74,,False
epfpwe-opa02,svc_rapid7,1003,,False
epfpwe-opa02,swiagent,993,,False
epfpwe-opa02,sync,5,,False
epfpwe-opa02,systemd-network,192,,False
epfpwe-opa02,tcpdump,72,,False
epfpwe-opa02,tss,59,,False
dbtwe-ora04,adm,3,adm;systemd-journal;admin,True
dbtwe-ora04,adm_andy,7001,admin,True
dbtwe-ora04,ansible,54324,wheel,True
dbtwe-ora04,ansible-exi,54325,,False
dbtwe-ora04,axi.a_kwlm,2002,admin,True
dbtwe-ora04,axi.a_mley,2001,admin,True
dbtwe-ora04,azureadmin,1000,adm;systemd-journal,False
dbtwe-ora04,bin,1,,False
dbtwe-ora04,chrony,987,,False
dbtwe-ora04,clevis,997,tss,False
dbtwe-ora04,cockpit-ws,989,,False
dbtwe-ora04,cockpit-wsinstance,988,,False
dbtwe-ora04,daemon,2,,False
dbtwe-ora04,dbus,81,,False
dbtwe-ora04,dnsmasq,986,,False
dbtwe-ora04,flatpak,982,,False
dbtwe-ora04,ftp,14,,False
dbtwe-ora04,games,12,,False
dbtwe-ora04,geoclue,983,,False
dbtwe-ora04,halt,7,,False
dbtwe-ora04,lansweeper,54323,wheel,True
dbtwe-ora04,libstoragemgmt,990,,False
dbtwe-ora04,lp,4,,False
dbtwe-ora04,mail,8,,False
dbtwe-ora04,mailnull,47,,False
dbtwe-ora04,nagios,54322,,False
dbtwe-ora04,nobody,65534,,False
dbtwe-ora04,operator,11,,False
dbtwe-ora04,oracle,54321,oinstall;dba;oper;backupdba;dgdba;kmdba;racdba,False
dbtwe-ora04,pipewire,984,,False
dbtwe-ora04,polkitd,998,,False
dbtwe-ora04,postfix,89,mail,False
dbtwe-ora04,root,0,,False
dbtwe-ora04,rpc,32,,False
dbtwe-ora04,rpcuser,29,,False
dbtwe-ora04,rtkit,172,,False
dbtwe-ora04,saslauth,985,,False
dbtwe-ora04,sentinelone,981,,False
dbtwe-ora04,setroubleshoot,995,,False
dbtwe-ora04,shutdown,6,,False
dbtwe-ora04,smmsp,51,,False
dbtwe-ora04,sshd,74,,False
dbtwe-ora04,sssd,996,,False
dbtwe-ora04,sync,5,,False
dbtwe-ora04,systemd-coredump,999,,False
dbtwe-ora04,tcpdump,72,,False
dbtwe-ora04,tss,59,,False
dbtwe-ora04,zabbix,980,,False
dbpwe-ora04,abrt,173,,False
dbpwe-ora04,adm,3,admin,True
dbpwe-ora04,adm_andy,7001,admin,True
dbpwe-ora04,ansible,54326,wheel,True
dbpwe-ora04,ansible-exi,54327,,False
dbpwe-ora04,applmgr,54322,oinstall,False
dbpwe-ora04,axi.a_kwlm,2002,admin,True
dbpwe-ora04,axi.a_mley,2001,admin,True
dbpwe-ora04,azureadmin,1000,,False
dbpwe-ora04,bin,1,,False
dbpwe-ora04,bverweire,1001,wheel,True
dbpwe-ora04,chrony,997,,False
dbpwe-ora04,daemon,2,,False
dbpwe-ora04,dbus,81,,False
dbpwe-ora04,dmcnish,54323,,False
dbpwe-ora04,ftp,14,,False
dbpwe-ora04,games,12,,False
dbpwe-ora04,halt,7,,False
dbpwe-ora04,lansweeper,54325,wheel,True
dbpwe-ora04,libstoragemgmt,998,,False
dbpwe-ora04,lp,4,,False
dbpwe-ora04,mail,8,,False
dbpwe-ora04,nagios,992,,False
dbpwe-ora04,nfsnobody,65534,,False
dbpwe-ora04,nobody,99,,False
dbpwe-ora04,ntp,38,,False
dbpwe-ora04,nxautomation,994,omiusers;omsagent,False
dbpwe-ora04,omi,996,,False
dbpwe-ora04,omsagent,995,,False
dbpwe-ora04,operator,11,,False
dbpwe-ora04,oracle,54321,oinstall;dba;oper;backupdba;dgdba;kmdba;racdba,False
dbpwe-ora04,polkitd,999,,False
dbpwe-ora04,postfix,89,mail,False
dbpwe-ora04,root,0,,False
dbpwe-ora04,rpc,32,,False
dbpwe-ora04,rpcuser,29,,False
dbpwe-ora04,shutdown,6,,False
dbpwe-ora04,sshd,74,,False
dbpwe-ora04,svc_rapid7,54324,,False
dbpwe-ora04,swiagent,993,,False
dbpwe-ora04,sync,5,,False
dbpwe-ora04,systemd-network,192,,False
dbpwe-ora04,tcpdump,72,,False
dbpwe-ora04,tss,59,,False
dbpwe-ora04,zabbix,991,,False
